protein_annotation	label
Alkyl sulfatase BDS1-like metallo-beta-lactamase superfamily hydrolase	2
Micrococcal nuclease-like protein	2
aGPT-Pplase1 domain-containing protein	2
Probable phage HK022 GP19-related protein	0
Phage-related head tail joining protein	2
Membrane-bound metallopeptidase	2
NT5M protein	2
Peptidase S24/S26 domain protein	2
Disintegrin	2
Replication factor C subunit 2 isoform 3	2
Beta-phosphoglucomutase	2
RNA 3'-terminal phosphate cyclase	2
Retrovirus-related Pol polyprotein	2
YfjX protein	2
PEX6 factor	2
Helicase conserved C-terminal domain-containing protein	2
kelch-like protein 23 isoform X2	2
Gp33 TerL	2
GGDEF protein	2
Putative flagellar modification protein FlaG/FlmH	2
Major tail tube protein	2
BRO domain-containing protein	2
Ig-like_bact domain-containing protein	2
Putative antitoxin of toxin-antitoxin system, YdaS/YdaT	2
Smr domain protein	2
2,3-bisphosphoglycerate-independent phosphoglycerate mutase	2
SPbeta prophage-derived uncharacterized protein YonJ	2
Uncharacterized protein involved in copper resistance	2
RecA DNA recombination family protein	2
Ribose-phosphate pyrophosphoKinase	2
Acyl-coa synthetase	2
Dual specificity phosphatase	2
Putative prophage MuSo1, transcriptional regulator, Cro/CI family	2
Predicted hydrolase	2
Peptidase U35 family protein	2
Kelch-like family member 23	2
Transcription regulator iclr n-terminal	2
Peroxiredoxin	2
Collagen alpha-1(XX) chain	2
Cytochrome C biogenesis protein CycH	2
KLH31 protein	2
CRE-PHB-2 protein	2
DNA-(apurinic or apyrimidinic site) lyase	2
Orf933	0
Phage tail tube protein, TTP	2
Putative suh protein	2
N-acetylmuramidase	2
uncharacterized protein LOC107408269	0
KpsF	2
Helix-turn-helix protein domain of transposase family ISL3	2
Chromosome partitioning protein CDS	2
Permease	2
ArmO	2
Sak2	2
Putative antirepressor protein (Ant)	2
DNA repair protein recA homolog 1ic	2
putative F-box/kelch-repeat protein At4g35120	2
Portal protein, lambda family,phage portal protein, lambda family,Phage portal protein, lambda family	2
PF09979 family protein	1
MoxR family ATPase	2
Replication factor C, subunit 4	2
Ig-like domain, group 2	2
Probable thermophilic glucose-6-phosphate isomerase and related metalloenzymes	2
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a	2
Bacteriophage baseplate assembly protein W	2
Periplasmic protein: Putative periplasmic protein	1
Intronic ORF at intron 4 of cox1	0
Sterol-4alpha-carboxylate 3-dehydrogenase (Decarboxylating)	2
DDE_Tnp_1 domain-containing protein	2
5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein	2
Aspartyl/asparaginyl beta-hydroxylase domain-containing protein	2
Glucagon receptor	2
Glycine/D-amino acid oxidase	2
uncharacterized protein LOC103077972	0
Chaperone BCS1	2
Protein KTI12	2
Plastocyanin-like domain-containing protein	2
Stomatin like 2	2
Methylthioribulose-1-phosphate dehydratase	2
DNA_pol3_beta_3 domain-containing protein	2
Dna repair protein rhp51	2
Cytochrome C biogenesis protein CcmE	2
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2
Type II and III secretion system protein RhcC2	2
Putative DUF1833 protein	1
Putative prophage PSSB64-02, tail length tape-measure protein	2
Probable ATP-dependent helicase dinG homolog	2
Cell wall/surface repeat-containing protein	1
Phage morphogeneis protein	2
uncharacterized protein LOC107220128	0
Host cell factor 1	2
Sai integrase	2
Virus protein phiCh1-VP28	0
F264	0
uncharacterized protein LOC113070496	0
RNB domain-containing protein	2
TATA-binding protein-associated factor MOT1	2
Replication initiator protein	2
Uncharacterized domain UPF0150	1
Uncharacterized gene 7.7 protein (Modular protein)	0
Collagen triple helix repeat-containing protein	2
MSHA biogenesis protein MshM	2
Integrase / recombinase	2
Dual-functional monooxygenase/methyltransferase psoF	2
Cupin superfamily protein	2
Phage portal (Connector) protein	2
nudix hydrolase 20, chloroplastic-like isoform X5	2
Caspase domain protein	2
Bacteriophage head to tail connecting family protein	2
Tail fiber domain-containing protein	2
HTH-type transcriptional activator RhaR	2
LPXTG-motif cell wall anchor domain-containing protein	2
Cruciform cutting endonuclease 1, mitochondrial	2
Putative peptide chain release factor 1	2
signaling lymphocytic activation molecule isoform X2	2
Gag-Pol polyprotein	2
mitochondrial genome maintenance exonuclease 1 isoform X4	2
Pyridine nucleotide-disulphide oxidoreductase	2
Portal protein p19	2
O-acetyl-ADP-ribose deacetylase MACROD2	2
E3 ubiquitin- ligase PDZRN3-like	2
Ig-like domain-containing surface protein	2
Regulatory protein Cro	2
Putative DNA repair protein	2
Glycogen synthase	2
Tail sheath protein (GpL) from Mu-like prophage FluMu	2
Replication factor C subunit 3/5	2
Mitochondrial maintenance exonuclease 1	2
Protein containing C-5 cytosine-specific DNA methylase	2
Gliding motility-associated-like protein	2
Arabinose operon regulatory protein	2
Kelch-like protein 23	2
Putative linocin/CFP29 family protein	2
Putative DNA topoisomerase 2, mitochondrial (inferred by orthology to a C. elegans protein)	2
Phage integrase: site-specific recombinase	2
Phage I-like protein	0
Sb5	0
Putative capsid protein	2
DUF4041 domain-containing protein	1
Glutaminyl-tRNA synthase b subunit	2
Immunoglobulin-binding regulator A family protein	2
DNA repair protein RecA mitochondrial-like	2
BNR repeat-containing glycosyl hydrolase	2
Electron-transferring-flavoprotein dehydrogenase	2
Gas-vesicle operon protein GvpN	2
Cortactin-binding protein 2 CortBP2	2
NAD-dependent nucleoside diphosphate-sugar epimerase-dehydratase protein	2
CPXV215	0
BCS1-like ATPase	2
Alpha-L-fucosidase 2	2
Hypotheticalsprotein	0
NUMOD4 motif family protein	2
Putative low-complexity protein	1
Stomatin-like protein 2, mitochondrial	2
5'-deoxynucleotidase IUJ34_20265	2
Short C-terminal domain-containing protein	0
Putative ribonuclease H protein	2
Putative DNA repair and recombination protein RAD54	2
Putative inactive ATP-dependent zinc metalloprotease FTSHI 4, chloroplastic isoform D	2
Phage major head subunit gpT-like protein	2
Membrane-anchored cell surface protein	2
Phage control protein (GPD)	2
S-DNA-T family DNA segregation ATPase	2
Putative DNA polymerase III, beta subunit	2
Exocyst subunit Exo70 family protein	2
DNA replication protein DnaC	2
Pilus assembly protein TadG	2
40-residue YVTN family beta-propeller repeat-containing protein	2
DNA polymerase nu-like isoform X6	2
HK97 family phage protein	0
Phage small terminase subunit	2
Butyrophilin subfamily 2 member A1-like	2
Peptidase S74	2
Type IIs modification methyltransferase	2
SM-20 domain protein	2
Phage terminase-small subunit	2
ERF superfamily protein	2
NUMOD3 motif-containing protein	2
TRAP transporter family solute receptor	2
DUF4983 domain-containing protein	1
Phage protein, replisome organiser	2
DNA RNA polymerase	2
DNA polymerase III, epsilon subunit	2
Glycine oxidase	2
Protein STE5	2
Cell wall protein containing Ig-like domains (Group2 and 3)	1
Bll1367 protein	0
Bis(5'-nucleosyl)-tetraphosphatase	2
Prophage Lp4 protein 3, phage family repressor	2
DgyrCDS11747	0
Glycoside hydrolase, family 25	2
Tail fiber assembly protein from lambdoid prophage	2
Toxin	2
influenza virus NS1A-binding protein homolog A-like	2
AAA_assoc domain-containing protein	2
Phage terminase, large subunit GpA	2
NUMOD4 domain-containing protein	2
Recombinase B	2
DNA polymerase III subunit epsilon	2
WblE protein	2
TM0106 family RecB-like putative nuclease	2
Guanosine-3',5'-bis(Diphosphate) 3'-diphosphatase	2
Altered inheritance of mitochondria protein 41	2
AAA_3 domain-containing protein	2
Lambda family phage portal protein	2
Marine sediment metagenome DNA	0
5'-deoxynucleotidase PBPRA2627	2
Glucose-6-phosphate 3-dehydrogenase	2
Sulfotransferase domain-containing protein	2
Putative bacteriophage variable tail fiber protein H	2
Phage Head-Tail Attachment	2
Uncharacterized N-acetyltransferase C18E5.08	2
Stress protein family protein	2
ADD_DNMT3 domain-containing protein	2
YopX domain-containing protein	2
Ring canal Kelch protein	2
Transcription elongation factor SPT5	2
Aste57867_25176 protein	0
Putative integrase/recombinase y4qK	2
Putative phosphate starvation-induced protein	2
Reducing polyketide synthase	2
HNH_5 domain-containing protein	2
DNA replication protein-like protein	2
ParB domain-containing protein	2
Cyclic 3',5'-adenosine monophosphate phosphodiesterase	2
Cell division GTPase FtsZ	2
acyl-CoA-binding domain-containing protein 5	2
Protein kinase family protein	2
Fibronectin type III protein	2
Methyltransferase, UbiE/COQ5 family	2
DNA (cytosine-5)-methyltransferase 3A-like	2
Zinc finger CCCH domain-containing protein 14	2
Sporangiospore maturation cell wall hydrolase GsmA	2
26s protease regulatory subunit 7-like	2
60 kDa chaperonin 5	2
Hydrogenase transcriptional regulatory protein hupR1	2
Trans-sialidase	2
LLM class flavin-dependent oxidoreductase	2
StsF protein	2
Aerobic ribonucleotide reductase	2
Oxidoreductase-like protein	2
Endopeptidase LytF	2
Unplaced genomic scaffold scaffold_42, whole genome shotgun sequence	0
Proteasome subunit beta type-5-like protein	2
Type IV pilus biogenesis	2
USPA2H	2
Lytic transglycosylase F	2
Klhl18 protein	2
DNA repair exonuclease SbcD	2
Cruciform cutting endonuclease Cce1	2
BMA-TAG-147, isoform c	0
Chromosome 9, whole genome shotgun sequence	0
Putative transcription elongation factor SPT5 like protein	2
Putative ATP-dependent exoDNAse (Exonuclease V) alpha subunit	2
Penicillin acylase 2	2
Ribonucleoside-diphosphate reductase small chain a	2
2'-5' RNA ligase superfamily protein	2
Kelch-like protein 7	2
Nucleotidyltransferase, putative	2
Integrase_H2C2 domain-containing protein	2
Kelch repeat and BTB domain-containing protein 12	2
Putative TesA-like protein protease	2
Dihydroflavonol 4-reductase	2
Putative host killing protein	2
Cell division control-like protein	2
SprT family zinc-dependent metalloprotease	2
AIG2-like protein	2
26S proteasome regulatory subunit 8 26S proteasome AAA-ATPase subunit RPT6	2
NUDIX hydrolase, MutT family	2
Baseplate J-like family protein	2
LacI family DNA-binding transcriptional regulator	2
Putative glycine oxidase	2
DNA-directed RNA polymerase subunit A''	2
uncharacterized protein LOC112057632	0
Putative prophage major capsid protein	2
Phage/plasmid primase, P4 family, C-terminal domain-containing protein	2
Ribonucleotide reductase large subunit	2
Heat shock protein, putative	2
Prohibitin-2, mitochondrial	2
uncharacterized protein LOC109462018	0
Protein kinase APK1B, chloroplastic	2
Putative SWI/SNF-related matrix-associated actin-dependent regulator	2
Yod1 protein	2
Cell division control protein 48 homolog D	2
ClpP protease-like protein	2
23S rRNA (Adenine(2503)-C(2))-methyltransferase @ tRNA (Adenine(37)-C(2))-methyltransferase	2
YagB/YeeU/YfjZ family protein	2
BTB/POZ domain,DNA binding HTH domain, Psq-type,Homeobox domain-like,Winged helix-turn-helix DNA	2
Ketopantoate reductase ApbA/PanE domain-containing protein	2
GTP pyrophosphokinase, (P)ppGpp synthetase II	2
Calcineurin-like phosphoesterase superfamily domain protein	2
Leucine rich repeat 5	1
Filamentous hemagglutinin	2
Collagen type VI alpha 6 chain	2
Unplaced genomic scaffold K443scaffold_24, whole genome shotgun sequence	0
SOS response-associated peptidase family protein	2
Putative transcription-binding factor	2
Apoptosis-inducing factor, C-term	2
Putative hslvu complex proteolytic subunit-like	2
Recombination protein NinG	2
Protein kinase domain family protein	2
Bacteriophage repressor protein C1	2
transmembrane emp24 domain-containing protein 5-like	1
Microcystin-dependent protein	2
POLIIIAc domain-containing protein	2
peptide chain release factor PrfB1, chloroplastic isoform X2	2
Probable metallophosphoesterase	2
ATPase, AAA-type, CDC48	2
ER lipid raft associated 1	2
Phage late control protein Gpd	2
RelA/SpoT family protein	2
Peptidase S45 penicillin amidase	2
Restriction alleviation protein, Lar family	2
FAD-containing monooxygenase EthA	2
Capsid related protein	2
DNA excision repair protein SNF2, putative	2
Beta-galactosidase	2
Accessory gene regulator protein A	2
Major tail shaft subunit	2
Putative Gp10 V	0
General secretion pathway protein GspH	2
Uncharacterized LOC107702635	0
erythroid membrane-associated protein isoform X1	2
SOS-response repressor and protease LexA	2
Peroxisomal ATPase PEX6	2
1,2-diacylglycerol 3-alpha-glucosyltransferase	2
ribonucleoside-diphosphate reductase subunit M2 isoform X2	2
Peptide chain release factor putative	2
Helicase, putative	2
Putative ArsR family transcriptional regulator	2
DNA (Cytosine-5)-methyltransferase 3A-like	2
DUF1024 family protein	1
Putative tail-fiber protein	2
Mu-like protein prophage protein gp29-like protein	0
Phage-related minor capsid protein (Gpg protein)	2
Phosphoribosylpyrophosphate synthetase,putative	2
Spore cortex-lytic enzyme SleB	2
Polynucleotide adenylyltransferase PcnB	2
DNA circulation protein N-terminal domain protein	2
Secretion protein	2
Integrase domain protein SAM domain protein	2
Membrane associated GGDEF protein	2
AAA_27 domain-containing protein	2
HSP40/DnaJ peptide-binding domain containing protein	2
Protein CHROMATIN REMODELING 20	2
Cellulose-binding protein	2
Putative toxin YafO	2
Putative type VI secretion system effector, Hcp1 family	2
DNA or RNA helicase of superfamily II-like protein	2
Major tail protein V,Bacterial Ig-like domain (Group 2)	2
Transcriptional activator FeaR	2
HTH Mu-type domain-containing protein	2
Putative H-N-H homing endonuclease	2
Prophage CP4-57 integrase	2
Nucleoid-associated protein C1M53_11155	2
Capsular polysaccharide biosynthesis protein	2
Prolyl 4-hydroxylase	2
Peptidase, M23B family	2
Terminase small subunit family protein	2
RelA/SpoT family (P)ppGpp synthetase	2
Vitamin B12-dependent ribonucleotide reductase	2
actin-binding protein IPP isoform X4	2
Murein hydrolase activator NlpD	2
Bcs1	2
kelch domain-containing protein 8B	2
Lambda phage integrase Int	2
Cell division control protein 48 homolog A	2
Ribonucleoside-diphosphate reductase small chain (inferred by orthology to a C. elegans protein)	2
Conjugal transfer protein A	2
Putative tail assembly protein K	2
Pspto3096-like protein	0
Uncharacterized ATP-dependent helicase ywqA	2
Antifreeze protein type I	2
Egl nine-like protein 1	2
GTP cyclohydrolase I FolE	2
GPKOW	2
Putative phage-associated protein	0
Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases-containing protein	2
Putative RNase_H superfamily protein	2
NADPH quinone reductase	2
Ferritin-like superfamily	2
Rbbp9 protein	2
uncharacterized protein LOC108838918	0
KlcA protein	2
Oxidoreductase, putative	2
Queuosine Biosynthesis QueE Radical SAM	2
ORF069	0
Periplasmic serine protease	2
Dna polymerase a family protein	2
Phage late control gene d protein (Gpd)	2
Metallophosphoesterase domain-containing protein	2
Na+/H+ exchanger NHE3	2
kelch-like protein 7 isoform X2	2
Arabinanase	2
GCN5 family acetyltransferase	2
2OG-Fe(II) oxygenase family oxidoreductase, putative	2
Putative KlcA' protein	2
(+)RNA virus helicase C-terminal domain-containing protein	2
Radical SAM domain protein protein	2
peptide chain release factor PrfB1, chloroplastic isoform X1	2
Regulator of Chromosome Condensation (RCC1) repeat protein	2
Protein HK97 gp10 family protein	0
Prophage PSPPH02, putative adenine modification methytransferase	2
RNase_H superfamily protein	2
KTSC domain-containing protein	2
Putative metallophosphoesterase YhaO	2
helicase-like transcription factor CHR28 isoform X5	2
GDP-6-deoxy-D-lyxo-4-hexulose reductase	2
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like 1	2
Outer membrane lipoprotein	2
SpoIID/LytB domain-containing protein	2
PolyA polymerase family protein (TRNA nucleotidyltransferase) (TRNA CCA-pyrophosphorylase)	2
VIT-domain-containing protein	2
SL9A3 protein	2
Prophage MuMc02, S24 family peptidase	2
Putative regulatory protein	2
Bacterial Ig-like domain protein	2
Unplaced genomic scaffold PAXINscaffold_405, whole genome shotgun sequence	0
SNF2_N domain-containing protein	2
GatB/Yqey family protein	2
Putative phage terminase, small subunit	2
Putative bacteriophage integrase	2
Putative Zona occludens toxin	2
Pyrimidine reductase family protein	2
AT22563p2	2
Gp43	0
TadE/TadG family protein	2
Putative prophage LambdaSo, host specificity protein J	2
Putative structural protein	2
Bacteriophage Mu Gam like protein	2
2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase	2
Homeobox protein Meis2	2
Virion morphogenesis family protein	2
Predicted phosphoesterase (MutT family)	2
QueC protein	2
WGS project CALM00000000 data, contig 556	0
